Paper,Question_Number,Question_Text,Option_A,Option_B,Option_C,Option_D,Subject,Raw_Options_Text
Ahmednagar_Police_Paper,16,"एका त्रिकोणाचा पाया 30 सेंमी असुन क्षेत्रफळ 630 चौ.से.मी आहे, तर त्या त्रिकोणाची उंची....सॅमी आहे?",*३ २।,63,42,"१4 (डन 54 -[82 -(73 -(15 -2£))] * 37 ,तर 2 बरोबर किती ?1717 0 नं-17 झाला ?8 33 %7.69 ५6.67 %7.14 %",,"*३ २। 8) 63 ९) 42 0) १4 (डन 54 -[82 -(73 -(15 -2£))] * 37 ,तर 2 बरोबर किती ? &) 17 ७) 17 0 नं 0) -17 झाला ? &) 8 33 % 8) 7.69 ५ ट) 6.67 % ७) 7.14 %"
Ahmednagar_Police_Paper,19,अया वस्तुची किंमत ब या वस्तुच्या किमतीपेक्षा 400 रुपयांनी जास्त आहे जर दोन्ही अव ब ची किमत,784 रुपये असेल तर ब या वस्तुची किंमत किती ?,,,,,784 रुपये असेल तर ब या वस्तुची किंमत किती ?
Ahmednagar_Police_Paper,५,रु 200 8) रु 384,,,,,,
Ahmednagar_Police_Paper,18,एका व्यापाऱ्याने एक पेन 143 रुपयेला खरेदी केला व 154 रुपयास विकला तर'त्यास किती टक्के नफा,रु 300,रु 192 2॥?०६४ ही,,,,() रु 300 0) रु 192 2॥?०६४ ही
Ahmednagar_Police_Paper,७0,'मी निबंध लिहीत असतो.' या वाक्यातील काळ ओळखा.,,,,,,
Ahmednagar_Police_Paper,80,साधा वर्तमानकाळ,,,,,,
Ahmednagar_Police_Paper,७,साधा भुतकाळ ८९) रि बर्तमागपाळ 10) भविष्यकाळ,,,,,,
Ahmednagar_Police_Paper,७1,'उंदीर' या शब्दाचे अनेकवचन काय आहे?,,,,,,
Ahmednagar_Police_Paper,६,उंदीर छ) उंदरे (९) उंदिरे 0) यांपैकी नाही,,,,,,
Ahmednagar_Police_Paper,०2,'चनादेश' हा शब्द कोणत्या संघीचे उदाहरण आहे ?,स्वरसंधी,विसर्गसंधी,व्यंजनसंधी,हलसंघी,,&) स्वरसंधी ७) विसर्गसंधी ९) व्यंजनसंधी 0) हलसंघी
Ahmednagar_Police_Paper,93,अधोरेखित शब्दाची विभक्ती ओळखा- 'हे माझे पुस्तक आहे.',सप्तमी,प्रथमा,संबोधन,षष्टी,,*) सप्तमी छ) प्रथमा ९) संबोधन 0) षष्टी
Ahmednagar_Police_Paper,94,“सुतोवाच करणे” या वाक्प्रचाराचा योग्य अर्थ ओळखा.,*0 पर्वी करणे,संपविणे,प्रारंभ करणे,दोर्ष देणे,,*0 पर्वी करणे 8) संपविणे 0) प्रारंभ करणे 0) दोर्ष देणे
Ahmednagar_Police_Paper,95,खालीलपैकी देशी शब्द ओळखा.,अर्ज,खाना,बटाटा,घोडी,,&) अर्ज ७) खाना ९) बटाटा 13) घोडी
Ahmednagar_Police_Paper,96,"पुढील वाक्याचा प्रकार ओळखा... ""गुरुजी म्हणाले, की प्रत्येकाने नियपितिपणे शाळेत यावे.'",केवलवाक्‍्य,मिश्रवाक्य,संयुक्‍्तवावर्य,यापैकी नाही,,&) केवलवाक्‍्य छ) मिश्रवाक्य ९) संयुक्‍्तवावर्य 0) यापैकी नाही
Ahmednagar_Police_Paper,917,पुढील॑ वाक्यातील प्रयीग ओळखा. ' शिपायाकडून चोर पकडला गेला.,कर्म कर्तरी,समापन कर्मणी,भावे प्रथीग,शब्द कर्मणी,,*) कर्म कर्तरी 9) समापन कर्मणी ८) भावे प्रथीग 0) शब्द कर्मणी
Ahmednagar_Police_Paper,98,“लहानपण दे गा देवा ! मुंगी साखरेचा रवा |,ऐरावत रत्न थोर| त्यासी अंकुशाचा मार | * या पर्य पंक्तितील अलंकार ओळखा.,उपमा,दृष्टांत,उत्प्रेक्षाअतिशयोक्ती,,ऐरावत रत्न थोर| त्यासी अंकुशाचा मार | * या पर्य पंक्तितील अलंकार ओळखा. *) उपमा 9) दृष्टांत ८) उत्प्रेक्षा 0) अतिशयोक्ती
Ahmednagar_Police_Paper,०9,"खालीलपैकी योग्य पर्याय निवडा:. किंवा, 'अथव', 'वा', 'की' ही ----------*-- उभयान्वयी अव्यये आहेत.",समुच्ययबोधक,परिणामबोधक,विकल्पबोधक,न्यूनत्ववोधर्क,,&) समुच्ययबोधक 8) परिणामबोधक () विकल्पबोधक 0) न्यूनत्ववोधर्क
Ahmednagar_Police_Paper,100,"*क्ष' व ""ज्ञ यांचा समावेश वर्णमालैच्या तक्त्यात काय म्हणून केला जातो?",मृलध्वनौ,विशेष संयुक्त व्यंजन,महाप्राण व्यंजन,"अर्धस्वर व्यंजन १00 मी. अंतरावरुन पोलिसाने चोराला थांबवले. पोलिसाने पाठलाग सुरू केला त्याचवेळी चोरानेही पळायला सुरुवात केली 'चोराचा वेग ताशी 10 किमी आऑणि पोलिसाचा वेग ताशी, 15 किमी आहे अभे गृहीत घरत्यास पकडले जाण्यापुर्वी चौर किती अंतर पळाला ?300 भौ350 मौ400पी१९00 मी",,"&) मृलध्वनौ 8) विशेष संयुक्त व्यंजन () महाप्राण व्यंजन 0) अर्धस्वर व्यंजन १00 मी. अंतरावरुन पोलिसाने चोराला थांबवले. पोलिसाने पाठलाग सुरू केला त्याचवेळी चोरानेही पळायला सुरुवात केली 'चोराचा वेग ताशी 10 किमी आऑणि पोलिसाचा वेग ताशी, 15 किमी आहे अभे गृहीत घरत्यास पकडले जाण्यापुर्वी चौर किती अंतर पळाला ? *) 300 भौ 0) 350 मौ ९) 400पी 0) १९00 मी"
